X1,subid,list,game.order,trial.num,word,leftpic,rightpic,game,trial.type,leftpic.type,rightpic.type,side.chosen,pic.chosen,response,date,timestamp,rt,response_numeric,log_rt,m_log_rt,sd_log_rt
137,1,2,4,17,lamp_pos,lamp_inhib,lamp_pos,inhibition,control,distractor,target,R,lamp_pos,Y,7/23/2015,12:17:00,0.443,1,-0.8141855089370014,-0.23752603141136527,0.3746167648693195
138,1,2,4,18,lamp_pos,lamp_inhib,lamp_pos,inhibition,control,distractor,target,R,lamp_pos,Y,7/23/2015,12:17:00,0.456,1,-0.7852624694677509,-0.23752603141136527,0.3746167648693195
139,1,2,4,19,lamp_pos,lamp_inhib,lamp_pos,inhibition,control,distractor,target,R,lamp_pos,Y,7/23/2015,12:17:00,0.428,1,-0.8486320834003402,-0.23752603141136527,0.3746167648693195
140,1,2,4,20,lamp_inhib,lamp_inhib,lamp_pos,inhibition,inhib,target,distractor,L,lamp_inhib,Y,7/23/2015,12:17:00,0.469,1,-0.7571525105358577,-0.23752603141136527,0.3746167648693195
141,1,2,4,21,cookie_pos,cookie_inhib,cookie_pos,inhibition,control,distractor,target,L,cookie_inhib,N,7/23/2015,12:17:00,0.647,0,-0.43540898448123644,-0.23752603141136527,0.3746167648693195
142,1,2,4,22,cookie_pos,cookie_inhib,cookie_pos,inhibition,control,distractor,target,R,cookie_pos,Y,7/23/2015,12:17:00,0.462,1,-0.7721903879003982,-0.23752603141136527,0.3746167648693195
143,1,2,4,23,cookie_pos,cookie_pos,cookie_inhib,inhibition,control,target,distractor,L,cookie_pos,Y,7/23/2015,12:17:00,0.453,1,-0.791863153499103,-0.23752603141136527,0.3746167648693195
144,1,2,4,24,cookie_pos,cookie_inhib,cookie_pos,inhibition,control,distractor,target,R,cookie_pos,Y,7/23/2015,12:17:00,0.38,1,-0.9675840262617056,-0.23752603141136527,0.3746167648693195
145,1,2,4,25,cookie_pos,cookie_pos,cookie_inhib,inhibition,control,target,distractor,L,cookie_pos,Y,7/23/2015,12:17:00,0.407,1,-0.8989420935395421,-0.23752603141136527,0.3746167648693195
146,1,2,4,26,cookie_inhib,cookie_inhib,cookie_pos,inhibition,inhib,target,distractor,L,cookie_inhib,Y,7/23/2015,12:17:00,0.563,1,-0.5744756508424468,-0.23752603141136527,0.3746167648693195
147,1,2,4,27,flower_pos,flower_pos,flower_inhib,inhibition,control,target,distractor,L,flower_pos,Y,7/23/2015,12:17:00,0.72,1,-0.3285040669720361,-0.23752603141136527,0.3746167648693195
148,1,2,4,28,flower_pos,flower_inhib,flower_pos,inhibition,control,distractor,target,R,flower_pos,Y,7/23/2015,12:17:00,0.642,1,-0.44316697529217586,-0.23752603141136527,0.3746167648693195
149,1,2,4,29,flower_pos,flower_pos,flower_inhib,inhibition,control,target,distractor,L,flower_pos,Y,7/23/2015,12:17:00,0.381,1,-0.9649559038554361,-0.23752603141136527,0.3746167648693195
150,1,2,4,30,flower_pos,flower_inhib,flower_pos,inhibition,control,distractor,target,R,flower_pos,Y,7/23/2015,12:17:00,0.447,1,-0.8051966843685682,-0.23752603141136527,0.3746167648693195
151,1,2,4,31,flower_pos,flower_pos,flower_inhib,inhibition,control,target,distractor,L,flower_pos,Y,7/23/2015,12:17:00,0.442,1,-0.816445396904439,-0.23752603141136527,0.3746167648693195
152,1,2,4,32,flower_pos,flower_inhib,flower_pos,inhibition,control,distractor,target,R,flower_pos,Y,7/23/2015,12:17:00,0.435,1,-0.8324092478934529,-0.23752603141136527,0.3746167648693195
153,1,2,4,33,flower_inhib,flower_pos,flower_inhib,inhibition,inhib,distractor,target,R,flower_inhib,Y,7/23/2015,12:17:00,0.618,1,-0.4812668215244463,-0.23752603141136527,0.3746167648693195
154,1,2,4,34,cat_pos,cat_pos,cat_inhib,inhibition,control,target,distractor,L,cat_pos,Y,7/23/2015,12:17:00,0.744,1,-0.2957142441490452,-0.23752603141136527,0.3746167648693195
155,1,2,4,35,cat_pos,cat_inhib,cat_pos,inhibition,control,distractor,target,L,cat_inhib,N,7/23/2015,12:17:00,0.398,0,-0.9213032736976993,-0.23752603141136527,0.3746167648693195
156,1,2,4,36,cat_pos,cat_pos,cat_inhib,inhibition,control,target,distractor,L,cat_pos,Y,7/23/2015,12:17:00,0.398,1,-0.9213032736976993,-0.23752603141136527,0.3746167648693195
157,1,2,4,37,cat_pos,cat_pos,cat_inhib,inhibition,control,target,distractor,L,cat_pos,Y,7/23/2015,12:17:00,0.408,1,-0.8964881045779755,-0.23752603141136527,0.3746167648693195
158,1,2,4,38,cat_pos,cat_inhib,cat_pos,inhibition,control,distractor,target,R,cat_pos,Y,7/23/2015,12:17:00,0.392,1,-0.9364934391916745,-0.23752603141136527,0.3746167648693195
159,1,2,4,39,cat_inhib,cat_inhib,cat_pos,inhibition,inhib,target,distractor,L,cat_inhib,Y,7/23/2015,12:17:00,0.677,1,-0.390084006069862,-0.23752603141136527,0.3746167648693195
160,1,2,4,40,bicycle_pos,bicycle_pos,bicycle_inhib,inhibition,control,target,distractor,L,bicycle_pos,Y,7/23/2015,12:17:00,0.638,1,-0.44941699563734716,-0.23752603141136527,0.3746167648693195
161,1,2,4,41,bicycle_pos,bicycle_pos,bicycle_inhib,inhibition,control,target,distractor,L,bicycle_pos,Y,7/23/2015,12:17:00,0.363,1,-1.0133524447172864,-0.23752603141136527,0.3746167648693195
162,1,2,4,42,bicycle_pos,bicycle_pos,bicycle_inhib,inhibition,control,target,distractor,L,bicycle_pos,Y,7/23/2015,12:17:00,0.347,1,-1.058430499035278,-0.23752603141136527,0.3746167648693195
163,1,2,4,43,bicycle_pos,bicycle_pos,bicycle_inhib,inhibition,control,target,distractor,L,bicycle_pos,Y,7/23/2015,12:17:00,0.311,1,-1.1679623668029029,-0.23752603141136527,0.3746167648693195
164,1,2,4,44,bicycle_pos,bicycle_pos,bicycle_inhib,inhibition,control,target,distractor,L,bicycle_pos,Y,7/23/2015,12:17:00,0.327,1,-1.1177951080848836,-0.23752603141136527,0.3746167648693195
165,1,2,4,45,bicycle_inhib,bicycle_inhib,bicycle_pos,inhibition,inhib,target,distractor,R,bicycle_pos,N,7/23/2015,12:17:00,0.438,0,-0.8255363686056909,-0.23752603141136527,0.3746167648693195
166,1,2,4,46,banana_pos,banana_pos,banana_inhib,inhibition,control,target,distractor,L,banana_pos,Y,7/23/2015,12:17:00,1.555,1,0.4414755456311974,-0.23752603141136527,0.3746167648693195
167,1,2,4,47,banana_pos,banana_pos,banana_inhib,inhibition,control,target,distractor,L,banana_pos,Y,7/23/2015,12:17:00,0.436,1,-0.8301130356331028,-0.23752603141136527,0.3746167648693195
168,1,2,4,48,banana_pos,banana_inhib,banana_pos,inhibition,control,distractor,target,R,banana_pos,Y,7/23/2015,12:17:00,0.452,1,-0.7940730991499059,-0.23752603141136527,0.3746167648693195
169,1,2,4,49,banana_pos,banana_pos,banana_inhib,inhibition,control,target,distractor,L,banana_pos,Y,7/23/2015,12:17:00,0.368,1,-0.9996723408132061,-0.23752603141136527,0.3746167648693195
170,1,2,4,50,banana_pos,banana_inhib,banana_pos,inhibition,control,distractor,target,R,banana_pos,Y,7/23/2015,12:17:00,0.404,1,-0.9063404010209869,-0.23752603141136527,0.3746167648693195
171,1,2,4,51,banana_inhib,banana_pos,banana_inhib,inhibition,inhib,distractor,target,L,banana_pos,N,7/23/2015,12:17:00,0.45,0,-0.7985076962177716,-0.23752603141136527,0.3746167648693195
172,1,2,4,52,teddybear_pos,teddybear_inhib,teddybear_pos,inhibition,control,distractor,target,R,teddybear_pos,Y,7/23/2015,12:17:00,0.871,1,-0.13811330212963427,-0.23752603141136527,0.3746167648693195
173,1,2,4,53,teddybear_pos,teddybear_inhib,teddybear_pos,inhibition,control,distractor,target,R,teddybear_pos,Y,7/23/2015,12:17:00,0.412,1,-0.8867319296326107,-0.23752603141136527,0.3746167648693195
174,1,2,4,54,teddybear_pos,teddybear_inhib,teddybear_pos,inhibition,control,distractor,target,R,teddybear_pos,Y,7/23/2015,12:17:00,0.404,1,-0.9063404010209869,-0.23752603141136527,0.3746167648693195
175,1,2,4,55,teddybear_pos,teddybear_pos,teddybear_inhib,inhibition,control,target,distractor,L,teddybear_pos,Y,7/23/2015,12:17:00,0.427,1,-0.8509712657535126,-0.23752603141136527,0.3746167648693195
176,1,2,4,56,teddybear_pos,teddybear_pos,teddybear_inhib,inhibition,control,target,distractor,L,teddybear_pos,Y,7/23/2015,12:17:00,0.495,1,-0.7031975164134467,-0.23752603141136527,0.3746167648693195
177,1,2,4,57,teddybear_pos,teddybear_pos,teddybear_inhib,inhibition,control,target,distractor,L,teddybear_pos,Y,7/23/2015,12:17:00,0.521,1,-0.6520052372287701,-0.23752603141136527,0.3746167648693195
178,1,2,4,58,teddybear_inhib,teddybear_inhib,teddybear_pos,inhibition,inhib,target,distractor,R,teddybear_pos,N,7/23/2015,12:17:00,0.603,0,-0.5058380822549516,-0.23752603141136527,0.3746167648693195
179,1,2,4,59,dog_pos,dog_inhib,dog_pos,inhibition,control,distractor,target,R,dog_pos,Y,7/23/2015,12:17:00,1.841,1,0.6103089022509408,-0.23752603141136527,0.3746167648693195
180,1,2,4,60,dog_pos,dog_pos,dog_inhib,inhibition,control,target,distractor,L,dog_pos,Y,7/23/2015,12:17:00,0.466,1,-0.7635696448564911,-0.23752603141136527,0.3746167648693195
181,1,2,4,61,dog_pos,dog_inhib,dog_pos,inhibition,control,distractor,target,R,dog_pos,Y,7/23/2015,12:17:00,0.419,1,-0.8698843590599994,-0.23752603141136527,0.3746167648693195
182,1,2,4,62,dog_pos,dog_inhib,dog_pos,inhibition,control,distractor,target,R,dog_pos,Y,7/23/2015,12:17:00,0.451,1,-0.7962879394794586,-0.23752603141136527,0.3746167648693195
183,1,2,4,63,dog_pos,dog_pos,dog_inhib,inhibition,control,target,distractor,L,dog_pos,Y,7/23/2015,12:17:00,0.428,1,-0.8486320834003402,-0.23752603141136527,0.3746167648693195
184,1,2,4,64,dog_pos,dog_pos,dog_inhib,inhibition,control,target,distractor,L,dog_pos,Y,7/23/2015,12:17:00,0.445,1,-0.8096809968158968,-0.23752603141136527,0.3746167648693195
185,1,2,4,65,dog_inhib,dog_pos,dog_inhib,inhibition,inhib,distractor,target,R,dog_inhib,Y,7/23/2015,12:17:00,0.769,1,-0.26266430947649305,-0.23752603141136527,0.3746167648693195
186,1,2,4,66,car_pos,car_inhib,car_pos,inhibition,control,distractor,target,R,car_pos,Y,7/23/2015,12:17:00,0.826,1,-0.19116050546115904,-0.23752603141136527,0.3746167648693195
187,1,2,4,67,car_pos,car_inhib,car_pos,inhibition,control,distractor,target,R,car_pos,Y,7/23/2015,12:17:00,0.585,1,-0.5361434317502807,-0.23752603141136527,0.3746167648693195
188,1,2,4,68,car_pos,car_inhib,car_pos,inhibition,control,distractor,target,R,car_pos,Y,7/23/2015,12:17:00,0.364,1,-1.0106014113453965,-0.23752603141136527,0.3746167648693195
189,1,2,4,69,car_pos,car_pos,car_inhib,inhibition,control,target,distractor,L,car_pos,Y,7/23/2015,12:17:00,0.455,1,-0.7874578600311866,-0.23752603141136527,0.3746167648693195
190,1,2,4,70,car_pos,car_pos,car_inhib,inhibition,control,target,distractor,L,car_pos,Y,7/23/2015,12:17:00,0.456,1,-0.7852624694677509,-0.23752603141136527,0.3746167648693195
191,1,2,4,71,car_pos,car_inhib,car_pos,inhibition,control,distractor,target,R,car_pos,Y,7/23/2015,12:17:00,0.432,1,-0.8393296907380268,-0.23752603141136527,0.3746167648693195
192,1,2,4,72,car_inhib,car_inhib,car_pos,inhibition,inhib,target,distractor,L,car_inhib,Y,7/23/2015,12:17:00,0.943,1,-0.05868899634867961,-0.23752603141136527,0.3746167648693195
193,1,2,4,73,apple_pos,apple_pos,apple_inhib,inhibition,control,target,distractor,L,apple_pos,Y,7/23/2015,12:17:00,0.848,1,-0.164874643190234,-0.23752603141136527,0.3746167648693195
194,1,2,4,74,apple_pos,apple_pos,apple_inhib,inhibition,control,target,distractor,L,apple_pos,Y,7/23/2015,12:17:00,0.353,1,-1.0412872220488403,-0.23752603141136527,0.3746167648693195
195,1,2,4,75,apple_pos,apple_inhib,apple_pos,inhibition,control,distractor,target,R,apple_pos,Y,7/23/2015,12:17:00,0.411,1,-0.8891620644859025,-0.23752603141136527,0.3746167648693195
196,1,2,4,76,apple_pos,apple_pos,apple_inhib,inhibition,control,target,distractor,L,apple_pos,Y,7/23/2015,12:17:00,0.36,1,-1.0216512475319814,-0.23752603141136527,0.3746167648693195
197,1,2,4,77,apple_pos,apple_pos,apple_inhib,inhibition,control,target,distractor,L,apple_pos,Y,7/23/2015,12:17:00,0.382,1,-0.9623346703755619,-0.23752603141136527,0.3746167648693195
198,1,2,4,78,apple_inhib,apple_inhib,apple_pos,inhibition,inhib,target,distractor,L,apple_inhib,Y,7/23/2015,12:17:00,0.721,1,-0.327116141697188,-0.23752603141136527,0.3746167648693195
199,1,2,4,79,car_pos,car_inhib,car_pos,inhibition,control,distractor,target,R,car_pos,Y,7/23/2015,12:17:00,0.6,1,-0.5108256237659907,-0.23752603141136527,0.3746167648693195
200,1,2,4,80,car_pos,car_pos,car_inhib,inhibition,control,target,distractor,L,car_pos,Y,7/23/2015,12:17:00,0.329,1,-1.1116975282167652,-0.23752603141136527,0.3746167648693195
201,1,2,4,81,car_pos,car_inhib,car_pos,inhibition,control,distractor,target,R,car_pos,Y,7/23/2015,12:17:00,0.411,1,-0.8891620644859025,-0.23752603141136527,0.3746167648693195
202,1,2,4,82,car_pos,car_pos,car_inhib,inhibition,control,target,distractor,L,car_pos,Y,7/23/2015,12:17:00,0.326,1,-1.1208578976154293,-0.23752603141136527,0.3746167648693195
203,1,2,4,83,car_pos,car_inhib,car_pos,inhibition,control,distractor,target,R,car_pos,Y,7/23/2015,12:17:00,0.345,1,-1.0642108619507773,-0.23752603141136527,0.3746167648693195
204,1,2,4,84,car_pos,car_inhib,car_pos,inhibition,control,distractor,target,L,car_inhib,N,7/23/2015,12:17:00,0.356,0,-1.0328245481301066,-0.23752603141136527,0.3746167648693195
205,1,2,4,85,car_inhib,car_pos,car_inhib,inhibition,inhib,distractor,target,R,car_inhib,Y,7/23/2015,12:17:00,0.945,1,-0.05657035148839435,-0.23752603141136527,0.3746167648693195
206,1,2,4,86,bird_pos,bird_inhib,bird_pos,inhibition,control,distractor,target,R,bird_pos,Y,7/23/2015,12:17:00,0.856,1,-0.15548490284039498,-0.23752603141136527,0.3746167648693195
207,1,2,4,87,bird_pos,bird_pos,bird_inhib,inhibition,control,target,distractor,L,bird_pos,Y,7/23/2015,12:17:00,0.368,1,-0.9996723408132061,-0.23752603141136527,0.3746167648693195
208,1,2,4,88,bird_pos,bird_pos,bird_inhib,inhibition,control,target,distractor,L,bird_pos,Y,7/23/2015,12:17:00,0.382,1,-0.9623346703755619,-0.23752603141136527,0.3746167648693195
209,1,2,4,89,bird_pos,bird_inhib,bird_pos,inhibition,control,distractor,target,R,bird_pos,Y,7/23/2015,12:17:00,0.391,1,-0.9390477189967712,-0.23752603141136527,0.3746167648693195
210,1,2,4,90,bird_pos,bird_inhib,bird_pos,inhibition,control,distractor,target,R,bird_pos,Y,7/23/2015,12:17:00,0.439,1,-0.8232558659069656,-0.23752603141136527,0.3746167648693195
211,1,2,4,91,bird_inhib,bird_inhib,bird_pos,inhibition,inhib,target,distractor,R,bird_pos,N,7/23/2015,12:17:00,0.512,0,-0.6694306539426292,-0.23752603141136527,0.3746167648693195
212,1,2,4,92,dog_pos,dog_inhib,dog_pos,inhibition,control,distractor,target,R,dog_pos,Y,7/23/2015,12:17:00,0.674,1,-0.39452516806982996,-0.23752603141136527,0.3746167648693195
213,1,2,4,93,dog_pos,dog_pos,dog_inhib,inhibition,control,target,distractor,L,dog_pos,Y,7/23/2015,12:17:00,0.397,1,-0.9238189982949466,-0.23752603141136527,0.3746167648693195
214,1,2,4,94,dog_pos,dog_pos,dog_inhib,inhibition,control,target,distractor,L,dog_pos,Y,7/23/2015,12:17:00,0.42,1,-0.8675005677047231,-0.23752603141136527,0.3746167648693195
215,1,2,4,95,dog_pos,dog_inhib,dog_pos,inhibition,control,distractor,target,R,dog_pos,Y,7/23/2015,12:17:00,0.395,1,-0.9288695140810151,-0.23752603141136527,0.3746167648693195
216,1,2,4,96,dog_pos,dog_pos,dog_inhib,inhibition,control,target,distractor,L,dog_pos,Y,7/23/2015,12:17:00,0.469,1,-0.7571525105358577,-0.23752603141136527,0.3746167648693195
217,1,2,4,97,dog_pos,dog_inhib,dog_pos,inhibition,control,distractor,target,L,dog_inhib,N,7/23/2015,12:17:00,0.413,0,-0.8843076860211043,-0.23752603141136527,0.3746167648693195
218,1,2,4,98,dog_inhib,dog_pos,dog_inhib,inhibition,inhib,distractor,target,R,dog_inhib,Y,7/23/2015,12:17:00,0.783,1,-0.2446225829913339,-0.23752603141136527,0.3746167648693195
219,1,2,4,99,apple_pos,apple_pos,apple_inhib,inhibition,control,target,distractor,L,apple_pos,Y,7/23/2015,12:17:00,0.825,1,-0.19237189264745613,-0.23752603141136527,0.3746167648693195
220,1,2,4,100,apple_pos,apple_inhib,apple_pos,inhibition,control,distractor,target,R,apple_pos,Y,7/23/2015,12:17:00,0.422,1,-0.8627499649461253,-0.23752603141136527,0.3746167648693195
221,1,2,4,101,apple_pos,apple_inhib,apple_pos,inhibition,control,distractor,target,R,apple_pos,Y,7/23/2015,12:17:00,0.432,1,-0.8393296907380268,-0.23752603141136527,0.3746167648693195
222,1,2,4,102,apple_pos,apple_pos,apple_inhib,inhibition,control,target,distractor,L,apple_pos,Y,7/23/2015,12:17:00,0.585,1,-0.5361434317502807,-0.23752603141136527,0.3746167648693195
223,1,2,4,103,apple_pos,apple_pos,apple_inhib,inhibition,control,target,distractor,L,apple_pos,Y,7/23/2015,12:17:00,0.414,1,-0.8818893051568227,-0.23752603141136527,0.3746167648693195
224,1,2,4,104,apple_inhib,apple_pos,apple_inhib,inhibition,inhib,distractor,target,R,apple_inhib,Y,7/23/2015,12:17:00,0.647,1,-0.43540898448123644,-0.23752603141136527,0.3746167648693195
225,1,2,4,105,flower_pos,flower_pos,flower_inhib,inhibition,control,target,distractor,L,flower_pos,Y,7/23/2015,12:17:00,0.554,1,-0.5905905922348531,-0.23752603141136527,0.3746167648693195
226,1,2,4,106,flower_pos,flower_pos,flower_inhib,inhibition,control,target,distractor,L,flower_pos,Y,7/23/2015,12:17:00,0.344,1,-1.0671136216087387,-0.23752603141136527,0.3746167648693195
227,1,2,4,107,flower_pos,flower_inhib,flower_pos,inhibition,control,distractor,target,R,flower_pos,Y,7/23/2015,12:17:00,0.403,1,-0.908818717035454,-0.23752603141136527,0.3746167648693195
228,1,2,4,108,flower_pos,flower_pos,flower_inhib,inhibition,control,target,distractor,L,flower_pos,Y,7/23/2015,12:17:00,0.398,1,-0.9213032736976993,-0.23752603141136527,0.3746167648693195
229,1,2,4,109,flower_pos,flower_inhib,flower_pos,inhibition,control,distractor,target,R,flower_pos,Y,7/23/2015,12:17:00,0.42,1,-0.8675005677047231,-0.23752603141136527,0.3746167648693195
230,1,2,4,110,flower_pos,flower_pos,flower_inhib,inhibition,control,target,distractor,L,flower_pos,Y,7/23/2015,12:17:00,0.386,1,-0.9519179095173061,-0.23752603141136527,0.3746167648693195
231,1,2,4,111,flower_inhib,flower_inhib,flower_pos,inhibition,inhib,target,distractor,L,flower_inhib,Y,7/23/2015,12:17:00,0.566,1,-0.5691612007789542,-0.23752603141136527,0.3746167648693195
232,1,2,4,112,teddybear_pos,teddybear_pos,teddybear_inhib,inhibition,control,target,distractor,L,teddybear_pos,Y,7/23/2015,12:17:00,0.422,1,-0.8627499649461253,-0.23752603141136527,0.3746167648693195
233,1,2,4,113,teddybear_pos,teddybear_inhib,teddybear_pos,inhibition,control,distractor,target,R,teddybear_pos,Y,7/23/2015,12:17:00,0.429,1,-0.8462983600541201,-0.23752603141136527,0.3746167648693195
234,1,2,4,114,teddybear_pos,teddybear_inhib,teddybear_pos,inhibition,control,distractor,target,R,teddybear_pos,Y,7/23/2015,12:17:00,0.507,1,-0.6792442753909539,-0.23752603141136527,0.3746167648693195
235,1,2,4,115,teddybear_pos,teddybear_pos,teddybear_inhib,inhibition,control,target,distractor,L,teddybear_pos,Y,7/23/2015,12:17:00,0.414,1,-0.8818893051568227,-0.23752603141136527,0.3746167648693195
236,1,2,4,116,teddybear_pos,teddybear_pos,teddybear_inhib,inhibition,control,target,distractor,L,teddybear_pos,Y,7/23/2015,12:17:00,0.395,1,-0.9288695140810151,-0.23752603141136527,0.3746167648693195
