"","subid","list","game.order","trial.num","word","leftpic","rightpic","game","trial.type","leftpic.type","rightpic.type","side.chosen","pic.chosen","response","date","timestamp","rt","age","agegroup","gender"
"168","072715-01",1,6,52,"flower_inhib","flower_inhib","flower_pos","inhibition","inhib","target","distractor","L","flower_inhib","Y","7/27/2015","9:22",2092,4.29,4,"F"
"169","072715-01",1,6,53,"cookie_pos","cookie_inhib","cookie_pos","inhibition","control","distractor","target","R","cookie_pos","Y","7/27/2015","9:22",1503,4.29,4,"F"
"170","072715-01",1,6,54,"cookie_pos","cookie_inhib","cookie_pos","inhibition","control","distractor","target","R","cookie_pos","Y","7/27/2015","9:22",978,4.29,4,"F"
"171","072715-01",1,6,55,"cookie_pos","cookie_inhib","cookie_pos","inhibition","control","distractor","target","R","cookie_pos","Y","7/27/2015","9:22",1270,4.29,4,"F"
"172","072715-01",1,6,56,"cookie_pos","cookie_pos","cookie_inhib","inhibition","control","target","distractor","L","cookie_pos","Y","7/27/2015","9:22",1549,4.29,4,"F"
"173","072715-01",1,6,57,"cookie_pos","cookie_inhib","cookie_pos","inhibition","control","distractor","target","R","cookie_pos","Y","7/27/2015","9:22",1121,4.29,4,"F"
"174","072715-01",1,6,58,"cookie_pos","cookie_inhib","cookie_pos","inhibition","control","distractor","target","R","cookie_pos","Y","7/27/2015","9:22",1252,4.29,4,"F"
"175","072715-01",1,6,59,"cookie_inhib","cookie_inhib","cookie_pos","inhibition","inhib","target","distractor","L","cookie_inhib","Y","7/27/2015","9:22",1645,4.29,4,"F"
"176","072715-01",1,6,60,"lamp_pos","lamp_inhib","lamp_pos","inhibition","control","distractor","target","R","lamp_pos","Y","7/27/2015","9:22",1388,4.29,4,"F"
"177","072715-01",1,6,61,"lamp_pos","lamp_pos","lamp_inhib","inhibition","control","target","distractor","L","lamp_pos","Y","7/27/2015","9:22",1330,4.29,4,"F"
"178","072715-01",1,6,62,"lamp_pos","lamp_pos","lamp_inhib","inhibition","control","target","distractor","L","lamp_pos","Y","7/27/2015","9:22",1141,4.29,4,"F"
"179","072715-01",1,6,63,"lamp_pos","lamp_inhib","lamp_pos","inhibition","control","distractor","target","R","lamp_pos","Y","7/27/2015","9:22",1041,4.29,4,"F"
"180","072715-01",1,6,64,"lamp_pos","lamp_inhib","lamp_pos","inhibition","control","distractor","target","R","lamp_pos","Y","7/27/2015","9:22",1072,4.29,4,"F"
"181","072715-01",1,6,65,"lamp_inhib","lamp_inhib","lamp_pos","inhibition","inhib","target","distractor","L","lamp_inhib","Y","7/27/2015","9:22",1389,4.29,4,"F"
"182","072715-01",1,6,66,"bird_pos","bird_inhib","bird_pos","inhibition","control","distractor","target","R","bird_pos","Y","7/27/2015","9:22",1299,4.29,4,"F"
"183","072715-01",1,6,67,"bird_pos","bird_inhib","bird_pos","inhibition","control","distractor","target","R","bird_pos","Y","7/27/2015","9:22",1299,4.29,4,"F"
"184","072715-01",1,6,68,"bird_pos","bird_inhib","bird_pos","inhibition","control","distractor","target","R","bird_pos","Y","7/27/2015","9:22",1148,4.29,4,"F"
"185","072715-01",1,6,69,"bird_pos","bird_inhib","bird_pos","inhibition","control","distractor","target","R","bird_pos","Y","7/27/2015","9:22",1062,4.29,4,"F"
"186","072715-01",1,6,70,"bird_pos","bird_inhib","bird_pos","inhibition","control","distractor","target","R","bird_pos","Y","7/27/2015","9:22",626,4.29,4,"F"
"187","072715-01",1,6,71,"bird_pos","bird_pos","bird_inhib","inhibition","control","target","distractor","R","bird_inhib","N","7/27/2015","9:22",562,4.29,4,"F"
"188","072715-01",1,6,72,"bird_inhib","bird_inhib","bird_pos","inhibition","inhib","target","distractor","L","bird_inhib","Y","7/27/2015","9:22",1983,4.29,4,"F"
"189","072715-01",1,6,73,"cup_pos","cup_inhib","cup_pos","inhibition","control","distractor","target","L","cup_inhib","N","7/27/2015","9:22",1952,4.29,4,"F"
"190","072715-01",1,6,74,"cup_pos","cup_pos","cup_inhib","inhibition","control","target","distractor","R","cup_inhib","N","7/27/2015","9:22",1626,4.29,4,"F"
"191","072715-01",1,6,75,"cup_pos","cup_pos","cup_inhib","inhibition","control","target","distractor","R","cup_inhib","N","7/27/2015","9:22",1220,4.29,4,"F"
"192","072715-01",1,6,76,"cup_pos","cup_inhib","cup_pos","inhibition","control","distractor","target","R","cup_pos","Y","7/27/2015","9:22",1091,4.29,4,"F"
"193","072715-01",1,6,77,"cup_pos","cup_inhib","cup_pos","inhibition","control","distractor","target","R","cup_pos","Y","7/27/2015","9:22",2132,4.29,4,"F"
"194","072715-01",1,6,78,"cup_inhib","cup_pos","cup_inhib","inhibition","inhib","distractor","target","R","cup_inhib","Y","7/27/2015","9:22",1957,4.29,4,"F"
"195","072715-01",1,6,26,"banana_control","banana_control","banana_foil","implicature","unambiguous","target","distractor","L","banana_control","Y","7/27/2015","9:22",1953,4.29,4,"F"
"196","072715-01",1,6,27,"apple_control","apple_foil","apple_control","implicature","unambiguous","distractor","target","R","apple_control","Y","7/27/2015","9:22",2316,4.29,4,"F"
"197","072715-01",1,6,28,"cat_implic","cat_control","cat_implic","implicature","implicature","distractor","target","R","cat_implic","Y","7/27/2015","9:22",2429,4.29,4,"F"
"198","072715-01",1,6,25,"bird_implic","bird_implic","bird_control","implicature","implicature","target","distractor","L","bird_implic","Y","7/27/2015","9:22",2239,4.29,4,"F"
"199","072715-02",2,4,1,"cat_implic","cat_control","cat_implic","implicature","implicature","distractor","target","R","cat_implic","Y","7/27/2015","9:45",2017,4.62,4,"M"
"200","072715-02",2,4,2,"bicycle_implic","bicycle_implic","bicycle_control","implicature","implicature","target","distractor","L","bicycle_implic","Y","7/27/2015","9:45",2008,4.62,4,"M"
"201","072715-02",2,4,3,"cup_control","cup_foil","cup_control","implicature","unambiguous","distractor","target","R","cup_control","Y","7/27/2015","9:45",1951,4.62,4,"M"
"202","072715-02",2,4,4,"teddybear_implic","teddybear_implic","teddybear_control","implicature","implicature","target","distractor","L","teddybear_implic","Y","7/27/2015","9:45",1720,4.62,4,"M"
"203","072715-02",2,4,5,"bird_implic","bird_control","bird_implic","implicature","implicature","distractor","target","R","bird_implic","Y","7/27/2015","9:45",2046,4.62,4,"M"
"204","072715-02",2,4,6,"apple_control","apple_control","apple_foil","implicature","unambiguous","target","distractor","L","apple_control","Y","7/27/2015","9:45",2141,4.62,4,"M"
"205","072715-02",2,4,7,"dog_implic","dog_control","dog_implic","implicature","implicature","distractor","target","R","dog_implic","Y","7/27/2015","9:45",1449,4.62,4,"M"
"206","072715-02",2,4,12,"lamp_control","lamp_foil","lamp_control","implicature","unambiguous","distractor","target","R","lamp_control","Y","7/27/2015","9:45",1296,4.62,4,"M"
"207","072715-02",2,4,13,"apple_control","apple_foil","apple_control","implicature","unambiguous","distractor","target","R","apple_control","Y","7/27/2015","9:45",1237,4.62,4,"M"
"208","072715-02",2,4,14,"dog_control","dog_control","dog_foil","implicature","unambiguous","target","distractor","L","dog_control","Y","7/27/2015","9:45",1171,4.62,4,"M"
"209","072715-02",2,4,15,"cup_control","cup_control","cup_foil","implicature","unambiguous","target","distractor","L","cup_control","Y","7/27/2015","9:45",1201,4.62,4,"M"
"210","072715-02",2,4,16,"teddybear_implic","teddybear_implic","teddybear_control","implicature","implicature","target","distractor","R","teddybear_control","N","7/27/2015","9:45",1048,4.62,4,"M"
"211","072715-02",2,4,17,"bicycle_implic","bicycle_implic","bicycle_control","implicature","implicature","target","distractor","L","bicycle_implic","Y","7/27/2015","9:45",1404,4.62,4,"M"
"212","072715-02",2,4,18,"flower_implic","flower_implic","flower_control","implicature","implicature","target","distractor","L","flower_implic","Y","7/27/2015","9:45",2574,4.62,4,"M"
"213","072715-02",2,4,19,"cat_implic","cat_implic","cat_control","implicature","implicature","target","distractor","R","cat_control","N","7/27/2015","9:45",1314,4.62,4,"M"
"214","072715-02",2,4,20,"car_control","car_control","car_foil","implicature","unambiguous","target","distractor","L","car_control","Y","7/27/2015","9:45",1324,4.62,4,"M"
"215","072715-02",2,4,21,"lamp_implic","lamp_implic","lamp_control","implicature","implicature","target","distractor","L","lamp_implic","Y","7/27/2015","9:45",1612,4.62,4,"M"
"216","072715-02",2,4,22,"banana_implic","banana_control","banana_implic","implicature","implicature","distractor","target","R","banana_implic","Y","7/27/2015","9:45",1308,4.62,4,"M"
"217","072715-02",2,4,23,"bird_implic","bird_implic","bird_control","implicature","implicature","target","distractor","L","bird_implic","Y","7/27/2015","9:45",1300,4.62,4,"M"
"218","072715-02",2,4,24,"cookie_control","cookie_foil","cookie_control","implicature","unambiguous","distractor","target","R","cookie_control","Y","7/27/2015","9:45",1460,4.62,4,"M"
"219","072715-02",2,4,25,"dog_control","dog_control","dog_foil","implicature","unambiguous","target","distractor","L","dog_control","Y","7/27/2015","9:45",2569,4.62,4,"M"
"220","072715-02",2,4,26,"lamp_implic","lamp_implic","lamp_control","implicature","implicature","target","distractor","L","lamp_implic","Y","7/27/2015","9:45",1147,4.62,4,"M"
"221","072715-02",2,4,27,"cookie_implic","cookie_control","cookie_implic","implicature","implicature","distractor","target","L","cookie_control","N","7/27/2015","9:45",918,4.62,4,"M"
"222","072715-02",2,4,28,"car_implic","car_control","car_implic","implicature","implicature","distractor","target","R","car_implic","Y","7/27/2015","9:45",1120,4.62,4,"M"
"223","072715-02",2,4,29,"cup_control","cup_control","cup_foil","implicature","unambiguous","target","distractor","L","cup_control","Y","7/27/2015","9:45",2499,4.62,4,"M"
"224","072715-02",2,4,30,"bicycle_control","bicycle_foil","bicycle_control","implicature","unambiguous","distractor","target","L","bicycle_foil","N","7/27/2015","9:45",998,4.62,4,"M"
"225","072715-02",2,4,31,"teddybear_control","teddybear_control","teddybear_foil","implicature","unambiguous","target","distractor","R","teddybear_foil","N","7/27/2015","9:45",1002,4.62,4,"M"
"226","072715-02",2,4,32,"flower_control","flower_foil","flower_control","implicature","unambiguous","distractor","target","L","flower_foil","N","7/27/2015","9:45",8572,4.62,4,"M"
"227","072715-02",2,4,33,"cat_implic","cat_control","cat_implic","implicature","implicature","distractor","target","R","cat_implic","Y","7/27/2015","9:45",2595,4.62,4,"M"
"228","072715-02",2,4,34,"apple_control","apple_control","apple_foil","implicature","unambiguous","target","distractor","L","apple_control","Y","7/27/2015","9:45",2578,4.62,4,"M"
"229","072715-02",2,4,35,"banana_implic","banana_implic","banana_control","implicature","implicature","target","distractor","L","banana_implic","Y","7/27/2015","9:45",4004,4.62,4,"M"
"230","072715-02",2,4,36,"bird_control","bird_control","bird_foil","implicature","unambiguous","target","distractor","L","bird_control","Y","7/27/2015","9:45",1310,4.62,4,"M"
"231","072715-02",2,4,37,"teddybear_implic","teddybear_implic","teddybear_control","implicature","implicature","target","distractor","L","teddybear_implic","Y","7/27/2015","9:45",1561,4.62,4,"M"
"232","072715-02",2,4,38,"cup_control","cup_control","cup_foil","implicature","unambiguous","target","distractor","L","cup_control","Y","7/27/2015","9:45",1212,4.62,4,"M"
"233","072715-02",2,4,39,"car_control","car_control","car_foil","implicature","unambiguous","target","distractor","L","car_control","Y","7/27/2015","9:45",1597,4.62,4,"M"
"234","072715-02",2,4,40,"banana_implic","banana_implic","banana_control","implicature","implicature","target","distractor","L","banana_implic","Y","7/27/2015","9:45",1819,4.62,4,"M"
"235","072715-02",2,4,41,"lamp_implic","lamp_implic","lamp_control","implicature","implicature","target","distractor","L","lamp_implic","Y","7/27/2015","9:45",1361,4.62,4,"M"
"236","072715-02",2,4,42,"apple_implic","apple_implic","apple_control","implicature","implicature","target","distractor","L","apple_implic","Y","7/27/2015","9:45",1849,4.62,4,"M"
"237","072715-02",2,4,43,"cookie_implic","cookie_control","cookie_implic","implicature","implicature","distractor","target","R","cookie_implic","Y","7/27/2015","9:45",1046,4.62,4,"M"
"238","072715-02",2,4,44,"cat_control","cat_control","cat_foil","implicature","unambiguous","target","distractor","L","cat_control","Y","7/27/2015","9:45",1101,4.62,4,"M"
"239","072715-02",2,4,45,"bird_control","bird_control","bird_foil","implicature","unambiguous","target","distractor","L","bird_control","Y","7/27/2015","9:45",1271,4.62,4,"M"
"240","072715-02",2,4,46,"flower_implic","flower_control","flower_implic","implicature","implicature","distractor","target","R","flower_implic","Y","7/27/2015","9:45",1429,4.62,4,"M"
"241","072715-02",2,4,47,"dog_implic","dog_implic","dog_control","implicature","implicature","target","distractor","L","dog_implic","Y","7/27/2015","9:45",1715,4.62,4,"M"
"242","072715-02",2,4,48,"bicycle_control","bicycle_control","bicycle_foil","implicature","unambiguous","target","distractor","L","bicycle_control","Y","7/27/2015","9:45",2087,4.62,4,"M"
"243","072715-02",2,4,49,"bird_control","bird_control","bird_foil","implicature","unambiguous","target","distractor","L","bird_control","Y","7/27/2015","9:45",1795,4.62,4,"M"
"244","072715-02",2,4,50,"flower_control","flower_control","flower_foil","implicature","unambiguous","target","distractor","L","flower_control","Y","7/27/2015","9:45",1449,4.62,4,"M"
"245","072715-02",2,4,51,"car_control","car_control","car_foil","implicature","unambiguous","target","distractor","L","car_control","Y","7/27/2015","9:45",1548,4.62,4,"M"
"246","072715-02",2,4,52,"lamp_implic","lamp_implic","lamp_control","implicature","implicature","target","distractor","L","lamp_implic","Y","7/27/2015","9:45",2408,4.62,4,"M"
"247","072715-02",2,4,53,"bicycle_implic","bicycle_implic","bicycle_control","implicature","implicature","target","distractor","L","bicycle_implic","Y","7/27/2015","9:45",2032,4.62,4,"M"
"248","072715-02",2,4,54,"dog_control","dog_control","dog_foil","implicature","unambiguous","target","distractor","L","dog_control","Y","7/27/2015","9:45",1646,4.62,4,"M"
"249","072715-02",2,4,55,"teddybear_control","teddybear_control","teddybear_foil","implicature","unambiguous","target","distractor","L","teddybear_control","Y","7/27/2015","9:45",2024,4.62,4,"M"
"250","072715-02",2,4,56,"cookie_implic","cookie_control","cookie_implic","implicature","implicature","distractor","target","R","cookie_implic","Y","7/27/2015","9:45",1627,4.62,4,"M"
"251","072715-02",2,4,57,"cat_control","cat_control","cat_foil","implicature","unambiguous","target","distractor","L","cat_control","Y","7/27/2015","9:45",1567,4.62,4,"M"
"252","072715-02",2,4,58,"apple_implic","apple_control","apple_implic","implicature","implicature","distractor","target","R","apple_implic","Y","7/27/2015","9:45",1126,4.62,4,"M"
"253","072715-02",2,4,59,"cup_control","cup_control","cup_foil","implicature","unambiguous","target","distractor","L","cup_control","Y","7/27/2015","9:45",1062,4.62,4,"M"
"254","072715-02",2,4,60,"banana_implic","banana_implic","banana_control","implicature","implicature","target","distractor","L","banana_implic","Y","7/27/2015","9:45",1290,4.62,4,"M"
"255","072715-02",2,4,1,"cup_pos","cup_pos","cup_inhib","inhibition","control","target","distractor","L","cup_pos","Y","7/27/2015","9:45",1181,4.62,4,"M"
"256","072715-02",2,4,2,"cup_pos","cup_inhib","cup_pos","inhibition","control","distractor","target","R","cup_pos","Y","7/27/2015","9:45",1049,4.62,4,"M"
"257","072715-02",2,4,3,"cup_pos","cup_pos","cup_inhib","inhibition","control","target","distractor","L","cup_pos","Y","7/27/2015","9:45",962,4.62,4,"M"
"258","072715-02",2,4,4,"cup_pos","cup_inhib","cup_pos","inhibition","control","distractor","target","R","cup_pos","Y","7/27/2015","9:45",833,4.62,4,"M"
"259","072715-02",2,4,5,"cup_pos","cup_pos","cup_inhib","inhibition","control","target","distractor","L","cup_pos","Y","7/27/2015","9:45",824,4.62,4,"M"
"260","072715-02",2,4,6,"cup_pos","cup_inhib","cup_pos","inhibition","control","distractor","target","R","cup_pos","Y","7/27/2015","9:45",764,4.62,4,"M"
"261","072715-02",2,4,7,"cup_inhib","cup_inhib","cup_pos","inhibition","inhib","target","distractor","L","cup_inhib","Y","7/27/2015","9:45",1196,4.62,4,"M"
"262","072715-02",2,4,8,"bird_pos","bird_pos","bird_inhib","inhibition","control","target","distractor","L","bird_pos","Y","7/27/2015","9:45",1350,4.62,4,"M"
"263","072715-02",2,4,9,"bird_pos","bird_pos","bird_inhib","inhibition","control","target","distractor","L","bird_pos","Y","7/27/2015","9:45",1028,4.62,4,"M"
"264","072715-02",2,4,10,"bird_pos","bird_pos","bird_inhib","inhibition","control","target","distractor","L","bird_pos","Y","7/27/2015","9:45",868,4.62,4,"M"
"265","072715-02",2,4,11,"bird_pos","bird_pos","bird_inhib","inhibition","control","target","distractor","L","bird_pos","Y","7/27/2015","9:45",875,4.62,4,"M"
"266","072715-02",2,4,12,"bird_pos","bird_inhib","bird_pos","inhibition","control","distractor","target","R","bird_pos","Y","7/27/2015","9:45",1078,4.62,4,"M"
"267","072715-02",2,4,13,"bird_pos","bird_pos","bird_inhib","inhibition","control","target","distractor","L","bird_pos","Y","7/27/2015","9:45",1260,4.62,4,"M"
